,id,genre,track_name,artist_name,duration_ms,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,Mood
298,1ts1zPbYEXIM97Kc83rby0,dub,Jah No Partial - feat. Flux Pavilion,Major Lazer,253333,0.613,0.00164,0.982,0.361,0.217,0.376,-2.138,0.0876,139.979,Energetic
299,4mI9bUd6yKi5mX40qYfetv,dubstep,Maths,deadmau5,414579,0.718,0.000153,0.616,0.11,0.278,0.238,-7.6,0.101,128.019,Happy
300,16tUjfbOz2vzcOC9KlMMfz,dubstep,Can't Control Myself,Krewella,219027,0.695,0.000843,0.925,0.0115,0.115,0.755,-2.322,0.0629,100.015,Energetic
301,6pItEIERB2dwoK8L0Ryx53,dubstep,Some Wobbles (Noisestorm Remix),Ephixa,245143,0.557,0.0258,0.689,0.115,0.358,0.257,-8.846,0.0458,139.897,Happy
302,1KE3QtMWpWvam8IaawEKZ7,dubstep,Won't You (Be There),NERO,242188,0.173,0.0138,0.683,0.319,0.123,0.0337,-3.567,0.0524,96.952,Sad
303,1rOcTSKHkC11gMt70NWumb,dubstep,"Roll It, Light It",Cypress Hill,186857,0.74,0.000631,0.884,4.13e-05,0.132,0.825,-5.663,0.194,140.04,Energetic
304,5Yv87fU5ZTPmGovEyvTCQ3,dubstep,Pain Killer - Kouncilhouse Remix,Kouncilhouse,228875,0.693,0.00233,0.962,0.0,0.167,0.234,-3.42,0.251,87.486,Energetic
305,2nRI4aNrPjn8KPSiASKvcv,dubstep,Sick,Dodge & Fuski,284590,0.574,0.000304,0.89,0.0172,0.219,0.502,-4.857,0.0569,140.036,Energetic
306,4ht6XhgvGSkiB1foQmIqwY,dubstep,Monster (DotEXE Remix),Nightcore,185757,0.553,0.257,0.719,0.000538,0.0764,0.327,-4.254,0.0479,167.69,Happy
307,1PDKMQ5JZzfeSCj1VoCAOb,dubstep,Where We Belong - Zomboy Remix,Fedde Le Grand,289714,0.517,0.00179,0.98,0.00165,0.382,0.323,-0.901,0.0465,139.93,Energetic
308,3Hwrgak91wAycSfTVd8mqn,dubstep,Dying feat. Ultraviolet Sound & Emily Hudson,Kill The Noise,281143,0.614,0.00422,0.544,0.19,0.0855,0.225,-7.063,0.0351,140.109,Sad
309,0GSU6yLOJqO10ziQuBLWOE,edm,One Day (Vandaag) - Radio Edit,Bakermat,219333,0.656,0.716,0.594,0.0802,0.376,0.57,-6.043,0.0307,127.992,Sad
310,7FwsJLYnRNboaN7suQQePz,edm,I.D.G.A.F.O.S.,Dillon Francis,248727,0.666,0.00168,0.93,0.000397,0.341,0.13,-3.826,0.0406,110.018,Energetic
311,4SMciQoW2tOVieBAg6U2Qj,edm,I Know the Truth,Pretty Lights,288000,0.59,0.00162,0.939,0.00399,0.0408,0.296,-3.222,0.233,140.118,Energetic
312,2uXQrjOL3kT5ZiLfu21onO,edm,Burn - Remix,Ellie Goulding,317602,0.67,0.0105,0.74,1.84e-06,0.234,0.357,-5.736,0.033,130.064,Happy
313,78upcMhaz0KEaZWGOsQzg0,edm,B4 the Dual,Benga,329053,0.759,0.00981,0.68,0.666,0.365,0.177,-8.268,0.0778,139.983,Happy
314,0OwW9dj25kMLx7D4ZJCURJ,edm,Prince,Party Favor,148800,0.54,0.0184,0.901,0.407,0.546,0.128,-3.897,0.0494,99.991,Energetic
315,30sHxvIflGaWj7nnd3oSTo,edm,Monkey Island,Dubmood,110332,0.668,0.458,0.981,0.933,0.0504,0.898,-3.896,0.0484,94.45,Happy
316,7qAWdfgvuDJQlhjppYtAfA,edm,Sail - Unlimited Gravity Remix,AWOLNATION,349538,0.583,0.18,0.47,0.207,0.142,0.42,-7.766,0.0648,149.844,Sad
317,0VeEYiNY7kZfx5RD1XesCw,edm,We Plants Are Happy Plants,We Plants Are Happy Plants,379092,0.68,0.0296,0.631,3.65e-06,0.228,0.151,-6.925,0.0437,133.01,Sad
318,5ctnrRh81WicuT6prsCHYc,edm,Peaceblaster '08,STS9,150707,0.637,0.0609,0.766,0.771,0.16,0.0646,-11.867,0.0457,126.972,Happy
319,4KRkEk3K81E6jUYSBSXWt2,electro,Crazy - Nôze Remix Extended Club Version,Pete Tong,359835,0.892,0.0309,0.544,0.0362,0.107,0.354,-9.844,0.0549,117.994,Sad
320,6JMZJUyjquUbx3X7tRqMLt,electro,Dragons,Caravan Palace,245600,0.711,0.0101,0.906,0.593,0.182,0.674,-5.705,0.0825,124.038,Energetic
321,36W9lRpaEc49eYEHfUWrwr,electro,Listen,Nekta,223760,0.869,0.22,0.671,0.0,0.0764,0.809,-8.37,0.101,117.007,Happy
322,2To3PTOTGJUtRsK3nQemP4,electro,Happy Birthday!,Modeselektor,243600,0.872,0.00936,0.451,0.709,0.0963,0.24,-10.258,0.0619,111.006,Sad
323,7FEsGgcZ8FirBt4wkBJG6s,electro,Hurt,Parov Stelar,180770,0.724,0.0083,0.656,0.0491,0.073,0.628,-7.776,0.0254,100.011,Happy
324,6a2HtT0P2ZbD2oY1ZJFrxS,electro,SLVR,Steve Angello,306586,0.657,0.00437,0.618,0.964,0.089,0.132,-7.44,0.0502,128.015,Sad
325,6GpcFTcLIc0eeR7Q7dVMXZ,electro,Wasted,Tiësto,188371,0.645,0.00106,0.832,0.00264,0.199,0.375,-5.595,0.0294,112.028,Energetic
326,7sCIdsYQ8Nxoj6TjB1Eb7P,electro,Toulouse - Original Mix,Nicky Romero,365626,0.76,0.0338,0.91,0.69,0.218,0.266,-3.842,0.101,128.001,Happy
327,7n6ibfsRHhCb1Ccl9Fg2CZ,electro,Scream & Shout,will.i.am,284413,0.79,0.0589,0.616,6.55e-05,0.171,0.473,-7.443,0.0596,130.009,Happy
328,6ZcFfFLGGeokAQNxwCL9cv,electro,Milla´s Dream,Parov Stelar,223299,0.633,0.056,0.476,0.893,0.134,0.161,-9.864,0.0263,77.988,Sad
329,6Sy9BUbgFse0n0LPA5lwy5,electronic,Sandstorm,Darude,225493,0.528,0.141,0.965,0.985,0.0797,0.587,-7.984,0.0465,136.065,Happy
330,0GoeLehz2jAcQjgo3pboaX,electronic,Odessa,Caribou,315507,0.706,0.0035,0.913,0.0502,0.333,0.622,-5.627,0.0369,118.001,Happy
331,5VA4Ispp52EA1sOqzMz3Av,electronic,All I Want Is You (feat. J. Cole),Miguel,295920,0.776,0.0728,0.603,6.25e-05,0.111,0.921,-5.696,0.0343,96.888,Happy
332,2VJS0kuE7ozSYOWJpqlLhR,electronic,XTC,Boys Noize,278449,0.701,0.00385,0.807,0.464,0.0769,0.353,-5.597,0.0455,125.005,Happy
333,63FmCXIc4lmEq9fNqGkQ57,electronic,Archangel,Burial,242427,0.617,0.463,0.849,0.516,0.116,0.521,-10.123,0.165,135.277,Happy
334,1ehPiY9lYnZAA9ogCnBf9G,electronic,Blue Cassette,Friendly Fires,211493,0.175,0.000337,0.937,0.000217,0.207,0.538,-5.236,0.358,207.614,Energetic
335,5pn8UtwJ4udgSPxOQmLjMI,electronic,NE1BUTU,Scuba,280542,0.368,0.00209,0.976,0.57,0.234,0.107,-7.431,0.121,127.983,Energetic
336,6psC59ooTxage8npmtg74G,electronic,Do The Astral Plane,Flying Lotus,237920,0.722,0.0505,0.828,0.0,0.114,0.275,-3.227,0.19,117.693,Energetic
337,4xSVkbqCz1xaevkjP8xXL5,emo,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco,196653,0.427,0.227,0.737,0.0,0.376,0.653,-4.124,0.0474,116.98,Happy
338,4fDIXQeXIstBe1mAWSRfeL,emo,Bonus Mosh pt. II,Taking Back Sunday,186467,0.38,0.00179,0.952,0.0,0.218,0.465,-4.49,0.21,151.122,Energetic
339,3dxCV6LSF1eGsRa4RZIriP,emo,I Will Play My Game Beneath the Spin Light,Brand New,237200,0.52,0.117,0.644,0.0,0.223,0.421,-6.63,0.0379,98.264,Happy
340,38z6jaLE0F13dxv28n3wlq,emo,Addicted,Simple Plan,232067,0.522,0.000491,0.751,2.22e-06,0.158,0.605,-5.46,0.0435,139.51,Energetic
341,5kXr3iRFGpPj1nrPX31cSv,emo,Stained Glass Eyes and Colorful Tears,Pierce The Veil,218560,0.413,5.4e-05,0.971,4.97e-05,0.104,0.322,-3.514,0.0876,156.078,Energetic
342,20X9OeC606XNwEtDBOym5u,emo,Love Drunk,BOYS LIKE GIRLS,226707,0.44,0.00177,0.976,3.39e-06,0.16,0.412,-3.17,0.141,150.005,Energetic
343,7j2Bmzpnf6RwEWEQ2sv8Ho,emo,House of Wolves,My Chemical Romance,184000,0.445,0.000347,0.977,0.0235,0.126,0.239,-2.674,0.0995,105.825,Energetic
344,0EYOdF5FCkgOJJla8DI2Md,emo,B.Y.O.B.,System Of A Down,255467,0.538,0.00662,0.981,0.0,0.219,0.711,-2.688,0.14,101.414,Energetic
345,6QPKYGnAW9QozVz2dSWqRg,emo,Someone Like You,Adele,285240,0.554,0.893,0.321,0.0,0.0996,0.288,-8.251,0.028,135.047,Sad
346,3NoQ4X6xYebrtzNJg8d4oi,emo,Right Side of the Bed,Atreyu,222467,0.253,0.00168,0.926,0.00554,0.3,0.722,-4.83,0.152,171.368,Energetic
347,3MdYFBIzPf7lSJnI8wi3Ka,folk,Only Love,Ben Howard,249173,0.547,0.336,0.49,0.00174,0.118,0.365,-9.891,0.137,80.305,Sad
348,4VTL3c43S7AlKQrS3mWZEp,folk,Moni Mon Amie,Julia Holter,211267,0.367,0.727,0.174,0.608,0.0904,0.0333,-14.587,0.0316,60.527,Calm
349,6IWVnFyOASOICJWQeMt8TZ,folk,Lonesome Dreams,Lord Huron,255573,0.548,0.861,0.786,0.0197,0.261,0.489,-7.421,0.0284,140.352,Sad
350,6QSmeY9pNWnE0fAUrXmYC7,folk,We Are Nowhere And It's Now,Bright Eyes,252933,0.413,0.0761,0.537,0.0203,0.154,0.53,-9.961,0.0323,147.062,Happy
351,4wEycnASy9jEb7M0PlyzYn,folk,Give Your Light Off,Woods,259048,0.312,0.888,0.442,0.977,0.218,0.281,-11.689,0.033,116.869,Calm
352,37NFyj4HRAEwWWiCczDgk4,folk,The Road,Mirel Wagner,161880,0.514,0.936,0.149,0.0319,0.111,0.0966,-17.111,0.0354,106.789,Sad
353,5vBuEyPxNvbWdUNMIMqhMT,folk,I Don't Wanna Pray,Edward Sharpe & The Magnetic Zeros,206787,0.794,0.901,0.543,0.000142,0.182,0.78,-11.569,0.231,108.155,Happy
354,7Lh1a33hTfzJW42Hf7OTmn,folk,Santa Maria de Feira,Devendra Banhart,275493,0.542,0.933,0.377,0.319,0.15,0.729,-12.211,0.033,107.113,Sad
355,7IPHxRDKjb2yJY8d4laG9g,folk,Sarah,Ray LaMontagne,267587,0.368,0.608,0.473,0.077,0.112,0.73,-14.191,0.0358,174.625,Sad
356,5C06WBrvAK5QRxLR8NBheU,folk,Dark Autumn Hour,Frontier Ruckus,210213,0.47,0.692,0.392,0.000785,0.104,0.764,-9.179,0.0285,144.332,Sad
357,5jyDoHjjnJU1r2qmDqpvaC,forro,Quando A Gente Ama,Leo Estakazero,203440,0.525,0.136,0.715,0.0,0.495,0.838,-5.554,0.0406,171.68,Energetic
358,3WOGIjXnnX1iqBHD9hTXaf,forro,Me Dá Meu Coração,Trio Nordestino,255707,0.594,0.116,0.668,0.0,0.302,0.805,-5.764,0.0378,163.937,Happy
359,5JsE5BnzLdkgadIedV4E8z,forro,Roendo Unha,Baião D4 / Rastapé,188773,0.752,0.431,0.568,0.0,0.0364,0.893,-7.67,0.0418,106.218,Happy
360,6P8Mh5I0jtGLa0gJBwBuNu,forro,Só Fazendo Love,Various Artists,234057,0.897,0.508,0.876,0.0,0.0762,0.967,-4.173,0.0799,128.016,Happy
361,551TSzoPjBLm4KqLChjszw,forro,Vem Dançar,Bicho de Pé,199133,0.794,0.487,0.591,3.19e-05,0.0723,0.908,-8.747,0.0543,93.226,Happy
362,3IRjllzv4uPHDM3bDzEcoD,forro,Eu Era Feio - Live,Cavaleiros do Forró,144373,0.75,0.674,0.868,1.21e-05,0.694,0.775,-4.367,0.0406,97.114,Happy
363,4vrqgn0mhWorG7URU6ucVg,forro,Pedro Mila,Raiz Do Sana,377787,0.662,0.0016,0.706,0.00152,0.1,0.875,-8.864,0.0585,101.988,Happy
364,32IusvPx35DZnYX3pmVRAY,forro,"Meu Mel ""Without You""",Various Artists,183460,0.548,0.346,0.904,4.96e-05,0.84,0.561,-6.471,0.0507,94.805,Happy
365,6mXXitmVWPfxUB7Y6kf1hE,forro,Diabo Louro - Live,Alceu Valença,196467,0.399,0.193,0.914,1.13e-06,0.969,0.601,-5.081,0.215,165.723,Energetic
366,28DvPMQLZNShD2hDFuLu4N,forro,Chamego Bom,Trio Virgulino,213933,0.587,0.602,0.602,0.0,0.187,0.861,-6.443,0.033,154.393,Sad
367,496eQC5FPo3dmfNRXPcmps,french,La groupie du pianiste - Remasterisé en 2002,Michel Berger,282813,0.578,0.527,0.751,0.0134,0.0484,0.667,-8.355,0.0306,102.905,Sad
368,1S3YjMgKItd4QFkx1OMCkm,french,7 Heures du Matin,Various Artists,131467,0.575,0.273,0.542,0.000403,0.405,0.721,-7.837,0.0337,61.0,Happy
369,55h7vJchibLdUkxdlX3fK7,french,Treasure,Bruno Mars,178560,0.874,0.0412,0.692,7.24e-05,0.324,0.937,-5.28,0.0431,116.017,Happy
370,6MvTH94jL3GxlVFO5Ssk1L,french,Papaoutai,Stromae,231509,0.715,0.0311,0.825,0.0,0.0737,0.262,-6.582,0.0804,115.955,Energetic
371,6jizk5lOUnfpaZXYMdfeC6,french,Trumpets,Jason Derulo,217307,0.627,0.563,0.703,0.0,0.0962,0.64,-4.884,0.236,81.897,Happy
372,1L1YJomThEwKieouoXGlk2,french,Rue de la Paix,Zazie,256853,0.762,0.00675,0.463,1.38e-05,0.0688,0.6,-8.833,0.0341,126.733,Happy
373,3VtgKyNdd9D7T3u9FZbrsX,french,Ma Benz,Hôtel Costes,244747,0.791,0.512,0.338,0.000482,0.471,0.445,-9.763,0.0533,124.066,Sad
374,756VxIqHqFl51UCB8jV1ls,french,Que Veux-Tu,Yelle,233320,0.782,0.178,0.915,0.0,0.283,0.855,-3.785,0.0396,125.017,Happy
375,7x4sEiAerGkFeOTdcHtLYw,french,Donne-Moi Le Temps,Jenifer,253533,0.522,0.605,0.446,0.0,0.0555,0.187,-7.715,0.0281,131.975,Sad
376,1jqRhit50JNcJ8Rs30mJvt,french,Nathalie,Gilbert Bécaud,247560,0.408,0.0689,0.509,0.0,0.0878,0.685,-11.94,0.111,130.567,Happy
377,3O74zfxMcavmMSfoHk5OZW,funk,A Chance For Peace,Lonnie Liston Smith,321933,0.696,0.329,0.691,0.0,0.197,0.963,-13.697,0.0415,95.047,Happy
378,0mLAgHQP1BOkoHhDu622BQ,funk,Get Down On It,Kool & The Gang,213427,0.889,0.195,0.646,3.19e-05,0.0502,0.966,-6.366,0.0668,110.842,Happy
379,4BO3iUMPSAgFmZ30MV8rBO,funk,It's Serious,Cameo,486507,0.87,0.0539,0.775,0.259,0.0572,0.947,-7.039,0.0368,122.376,Happy
380,5hWLHFSmomXmeTXEE478My,funk,Mary Jane,Rick James,297347,0.537,0.256,0.82,1.93e-06,0.432,0.881,-7.011,0.127,94.429,Energetic
381,62W5VouctXG9jggZdHaEi1,funk,Livin' It Up,Mandrill,261945,0.746,0.106,0.612,0.000182,0.292,0.639,-10.328,0.117,98.742,Happy
382,1uxzFavoQSzR6NhzeSbHdM,funk,I Wanna Be Your Lover - Single Version,Prince,180080,0.793,0.236,0.442,0.00176,0.0662,0.83,-11.293,0.0569,115.995,Happy
383,6CSLNGruNhqpb5zhfs5n3i,funk,Celebration - Single Version,Kool & The Gang,215653,0.843,0.0466,0.656,0.0187,0.169,0.931,-11.184,0.0595,121.112,Happy
384,11SrXDwSAftI8pioXBKtGN,funk,Freedom,Soulive,281480,0.772,0.061,0.871,6.09e-05,0.0563,0.859,-4.095,0.0536,125.08,Happy
385,3pInAc8KCHwv0kEEiamZtu,funk,Working Woman,Gizelle Smith,187747,0.717,0.283,0.947,0.00558,0.0264,0.875,-4.175,0.0785,101.556,Energetic
386,4pW3aTX3kAmOaPJfc9UM12,funk,Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,233613,0.789,0.48,0.683,0.0,0.35,0.882,-8.835,0.086,92.311,Happy
387,4ZwPUKS2nsfJ6AhtWVGUuZ,garage,Get Found,Bass Drum of Death,181400,0.475,0.0139,0.965,0.0999,0.27,0.324,-4.933,0.0552,146.006,Energetic
388,4Fk2QhHlQPYnubYKSCoEW6,garage,Closer Than Close,Ibiza Dance Party,225093,0.773,0.0104,0.661,0.00881,0.0598,0.86,-10.003,0.159,121.771,Energetic
389,3stnrhzN0lzZFskbaZ5sEw,garage,Scandalous - U.S. Radio Edit,Mis-Teeq,238840,0.734,0.0526,0.668,0.0,0.0925,0.651,-3.935,0.0349,99.971,Happy
390,5VVwi24jnyTxARgvc7lLlM,garage,365 Rolling Stones (One For Everyday Of The Year),Various Artists,121387,0.653,0.499,0.983,0.948,0.0791,0.74,-0.873,0.044,101.812,Happy
391,5w6m2AO2kApEU6dgKdJNbg,garage,If It Takes A Lifetime,Various Artists,223733,0.553,0.000985,0.81,1.04e-05,0.109,0.399,-3.229,0.0416,123.026,Energetic
392,5iVSuploqlhJ0n1ffxuJPL,garage,Jus 1 Kiss (Sunship Remix),Basement Jaxx,322573,0.791,0.000961,0.888,0.263,0.061,0.952,-6.271,0.0704,135.986,Happy
393,3CTPWfLghClm9zdK6tpz2A,garage,Go Out And Get It,Black Lips,115520,0.365,0.233,0.988,2.33e-05,0.333,0.733,-3.694,0.106,171.657,Energetic
394,1UBQ5GK8JaQjm5VbkBZY66,garage,Sharp Dressed Man - 2008 Remaster,ZZ Top,258027,0.601,0.000359,0.859,0.00124,0.0871,0.446,-5.263,0.0276,125.145,Happy
395,1hKdDCpiI9mqz1jVHRKG0E,garage,Enter Sandman,Metallica,331573,0.579,0.00206,0.824,0.00903,0.059,0.635,-8.71,0.03,123.331,Happy
396,3x1sQzQTf1PdJOHT0bhvnH,garage,Bootie Call - Dreem Teem Vocal,All Saints,346240,0.832,0.00768,0.594,0.534,0.0774,0.956,-11.131,0.0682,128.288,Happy
397,4tlqa6eVIj0HzjlrASAcpu,german,Der letzte Tag,Peter Fox,222613,0.763,0.239,0.833,0.0,0.422,0.817,-4.929,0.166,144.874,Energetic
398,0fP2tZ0NYxCgbZRxjRxiP0,german,Reeperbahn 2011 (What It's Like) (feat. Jan Delay) - MTV Unplugged,Udo Lindenberg,268627,0.655,0.145,0.686,9.52e-06,0.975,0.522,-6.986,0.0452,84.013,Happy
399,4j8zZZWeP6Ijn5oKLlfelE,german,Schatzi schenk mir ein Foto,Mickie Krause,204667,0.626,0.0492,0.917,0.0,0.376,0.817,-3.669,0.0397,140.014,Energetic
400,5SKNylx2jzKpTA5osfx2Bb,german,Sexy - Remastered,Westernhagen,330600,0.835,0.0629,0.747,3.56e-06,0.236,0.787,-5.278,0.0305,120.547,Happy
401,3csIDTiEIooUFip0qCA6eF,german,Mehr davon,Tim Bendzko,212747,0.821,0.0464,0.389,0.000293,0.0882,0.64,-8.598,0.0382,96.475,Sad
402,7Jwe4iWB1G6c7TE7fRedrm,german,Animals - Radio Edit,Martin Garrix,176120,0.589,0.00118,0.923,0.338,0.071,0.0378,-5.461,0.0353,128.041,Energetic
403,1ukS5fjqTe7TAEMQ5uBUWC,german,Schwule Mädchen,Fettes Brot,205293,0.838,0.02,0.813,0.0,0.0914,0.779,-4.358,0.225,140.013,Energetic
404,14UcZZXAWyBnXhLtGND6Ua,german,So cool bist du nicht (feat. Lisa Who),Madsen,245480,0.563,0.489,0.51,2.55e-06,0.0988,0.255,-6.036,0.024,82.02,Sad
405,6DB2TJL7RvmsKUrOM8dgtx,german,Alaska,Casper,276627,0.465,0.296,0.734,2.67e-05,0.365,0.217,-7.218,0.0737,139.869,Happy
406,12Ns5IphkblPmHxpRILG9t,german,Don't Wake Me Up,Chris Brown,222307,0.602,0.0548,0.691,0.0,0.144,0.206,-5.197,0.051,127.967,Happy
407,5bdzt1K72IXdYEWjKl2XlO,gospel,Whatcha Lookin' 4,Kirk Franklin,265893,0.484,0.0348,0.892,0.0,0.973,0.366,-7.236,0.17,93.752,Energetic
408,3PFFzUHt09f0wHfLd6xSRH,gospel,More,Lawrence Flowers & Intercession,384889,0.474,0.178,0.577,0.0,0.307,0.488,-6.37,0.0991,76.678,Sad
409,5NWwW5NRribrowfqpMeDzE,gospel,Invisible,Kierra Sheard,221797,0.647,0.393,0.727,0.0,0.104,0.242,-4.822,0.048,122.905,Sad
410,4EOFfKftg1i1cz068qfB8h,gospel,Before I Tell Them,Yolanda Adams,209040,0.455,0.653,0.252,0.000625,0.111,0.08,-13.158,0.0297,105.551,Sad
411,23WzgrM7KyiWVQdLIdQLqc,gospel,Thirsty (Reprise),Marvin Sapp,322600,0.248,0.201,0.552,0.0,0.174,0.212,-9.044,0.0694,174.482,Sad
412,5hNEZnDEoAM7i7L0hgfYop,gospel,Bless The Lord - Live,Tye Tribbett,321373,0.622,0.0166,0.938,0.0,0.892,0.501,-4.59,0.181,125.138,Energetic
413,7Lh8y7zjKuvDibG4Q1Wy9I,gospel,The Process,Kirk Franklin,68400,0.126,0.434,0.211,0.872,0.103,0.156,-16.164,0.0343,93.147,Calm
414,2QMEt3OtClLnkglgFutK0c,gospel,Chasing After You - Live,VaShawn Mitchell,384080,0.404,0.00922,0.94,0.0,0.121,0.398,-3.261,0.235,159.951,Energetic
415,2dc3f9srVqYCpOYXExQrcj,gospel,Hear This,Kierra Sheard,289070,0.561,0.0823,0.744,0.0,0.325,0.531,-6.571,0.0547,131.862,Happy
416,7FNxW6xDbaOW7RSBlkBwUm,gospel,"Sunday Kinda Love (feat. Aaron Lindsey, PJ Morton & Nikki Ross)",Israel Houghton,268013,0.672,0.216,0.676,0.0,0.406,0.554,-3.819,0.0733,78.011,Happy
417,11Ue6GqZVB3N9zmZHN9f5x,goth,Blood & Fire,Type O Negative,332867,0.351,0.0139,0.767,0.0378,0.642,0.227,-8.241,0.0644,128.317,Energetic
418,4JaGzRAZdv6Qj3qGbpKxAp,goth,Die Alive,Tarja,242649,0.491,0.0113,0.969,0.000327,0.106,0.364,-4.22,0.136,143.956,Energetic
419,5szmwG86IFASvYrca21MEz,goth,Work Song,Hozier,229667,0.484,0.74,0.381,1.4e-06,0.111,0.296,-10.732,0.0625,118.567,Sad
420,3rpMXv8EEShZfmQMXgBjau,goth,St. Vitus Dance,Bauhaus,211627,0.396,0.0295,0.981,0.306,0.108,0.2,-7.694,0.0624,181.356,Energetic
421,4oGtTW6RoaK9tMCNT5ZJcY,goth,The Devil Had A Hold Of Me,Gillian Welch,270893,0.471,0.975,0.275,0.000151,0.0678,0.529,-11.095,0.0386,175.047,Sad
422,7vJtqN1rs3Tn4u2CRnE11B,goth,Melt,Siouxsie and the Banshees,227600,0.421,0.0774,0.581,1.81e-06,0.197,0.369,-10.719,0.0361,117.933,Happy
423,6cy4WXysFe2Cnr7yB7XwWh,goth,Braveheart,Imperia,336347,0.294,0.000263,0.752,0.00393,0.16,0.366,-6.248,0.0371,174.967,Happy
424,6Ivwlg2kF3biVviMq0nyYb,goth,Incentive (Bonus Track),Epica,254905,0.612,0.00109,0.967,0.396,0.0624,0.302,-5.059,0.0778,113.895,Energetic
425,3o7TdLozEY7pRFIC4ULOJy,goth,No Time To Cry (Remastered),Sisters of Mercy,244160,0.585,0.00676,0.874,0.736,0.203,0.604,-11.127,0.0363,135.613,Happy
426,61UoZ2Vj1ifW9U490YUqeU,goth,Cyanide,Deathstars,234919,0.494,0.000303,0.949,0.198,0.359,0.417,-4.688,0.129,129.199,Energetic
427,1dnCH7zjrarivsdHDL53SC,grindcore,Circle Of Hypocrisy,Napalm Death,195147,0.291,3.97e-05,0.946,0.886,0.248,0.552,-7.695,0.102,88.123,Energetic
428,5F87XBkW6BVAtbIFJ4GHGn,grindcore,Strangled With a Halo,Pig Destroyer,85373,0.246,1.34e-05,0.985,0.00141,0.164,0.277,-3.8,0.171,99.144,Energetic
429,1F7f3mWt96LlYIRqfBMoH8,grindcore,The Final Pollution,Magrudergrind,63680,0.271,0.000118,0.994,0.97,0.815,0.0368,-5.547,0.239,115.601,Energetic
430,3o9vRPTxlKxbtK3NTEvJWl,grindcore,Splattered Cavities,Carcass,114333,0.183,0.00487,0.898,0.802,0.433,0.112,-9.237,0.0947,107.497,Energetic
431,6Sqz6uyyrxxotZffDDAD1R,grindcore,Half Dead,Despise You,273800,0.322,1.86e-05,0.909,0.0291,0.134,0.0793,-6.254,0.0524,112.117,Energetic
432,4n9FWQSEfJa8kb2KAgrZPl,grindcore,Prison Without Walls,Napalm Death,37253,0.214,5.54e-06,0.903,0.891,0.105,0.34,-9.69,0.0723,106.518,Energetic
433,5lD4s0veoFu3Fsyay9MmZQ,grindcore,Endless Cycle Of Violence,Cephalic Carnage,254653,0.267,0.00098,0.99,0.635,0.0857,0.064,-5.295,0.461,130.219,Energetic
434,4wuQUmutBcUqUEUwV60v3g,grindcore,Three Second Apocalypse,Pig Destroyer,40347,0.253,1.52e-06,0.933,0.378,0.232,0.2,-5.631,0.154,137.36,Energetic
435,3QdCcatjDbm0A7xSipyBo6,grindcore,Uncovered and Proud As Fuck,Wormrot,38200,0.282,0.000325,0.998,0.929,0.118,0.0538,-2.561,0.193,111.877,Energetic
436,1jAVYLLHEwYwNQMGw8jvkp,grindcore,Dick to Mouth Resuscitation,Agoraphobic Nosebleed,76640,0.391,3.32e-06,0.995,0.929,0.39,0.0936,-3.087,0.0782,116.625,Energetic
437,3DP6z6rNK3pqDDy10c2oXl,groove,Rasputin,Bobby Farrell,291507,0.684,0.000269,0.756,0.812,0.112,0.897,-8.906,0.0376,129.016,Happy
438,4oW8Mpqny63KzGi0rES7uI,groove,End Of The Road,Boyz II Men,349640,0.639,0.12,0.485,0.0,0.0794,0.496,-7.2,0.0245,74.86,Sad
439,2gIGz6JAzeXseCZTaexZzx,groove,Son of a Preacher Man,Various Artists,147267,0.555,0.546,0.401,0.0,0.121,0.795,-14.376,0.0698,90.882,Sad
440,3x5sj5JncCFaS5Qux6eKyX,groove,Y.M.C.A. - Single Version,Various Artists,225133,0.751,0.105,0.876,0.0,0.182,0.694,-7.957,0.0702,126.495,Energetic
441,3gJgUanZ5JcFZJ1a5hM3dw,groove,Ain't No Sunshine,Bill Withers,122640,0.524,0.304,0.484,0.000228,0.0946,0.542,-8.151,0.0462,78.884,Sad
442,6JNJERZGJwDVgkmbohBw7u,groove,Self Control,Laura Branigan,246440,0.814,0.219,0.686,0.00382,0.155,0.778,-12.172,0.0342,106.679,Happy
443,4giIdAr7Plyu5LQzBOR4FP,groove,All Night Long - Single Version,Lionel Richie,260493,0.744,0.152,0.583,8.54e-05,0.0248,0.851,-12.595,0.0427,108.794,Happy
444,3AgvZyLH4sWkII5bnU80aQ,groove,I'm So Excited,The Pointer Sisters,233533,0.581,0.107,0.7,0.0031,0.118,0.924,-10.723,0.0377,182.415,Happy
445,79kcd2Lp5BOT69PabXRNCa,groove,My Girl,The Temptations,163000,0.556,0.568,0.55,0.0,0.134,0.643,-6.106,0.0377,104.651,Sad
446,0nmxH6IsSQVT1YEsCB9UMi,groove,Ignition (Remix),R. Kelly,187733,0.787,0.0615,0.527,0.0,0.0656,0.807,-6.981,0.0512,133.107,Happy
447,1UIZd9Xwvuv7aoYHTC4irP,grunge,Loud Love,Soundgarden,297040,0.338,0.00687,0.781,0.0443,0.0913,0.205,-10.768,0.0503,135.69,Energetic
